"unitid","institution name","year","C2013_A.First or Second Major","C2013_A.CIP Code -  2010 Classification","CipTitle","C2013_A.Award Level code","C2013_A_RV.Grand total","C2013_A_RV.Grand total men","C2013_A_RV.Grand total women","C2013_A_RV.American Indian or Alaska Native total","C2013_A_RV.American Indian or Alaska Native men","C2013_A_RV.American Indian or Alaska Native women","C2013_A_RV.Asian total","C2013_A_RV.Asian men","C2013_A_RV.Asian women","C2013_A_RV.Black or African American total","C2013_A_RV.Black or African American men","C2013_A_RV.Black or African American women","C2013_A_RV.Hispanic or Latino total","C2013_A_RV.Hispanic or Latino men","C2013_A_RV.Hispanic or Latino women","C2013_A_RV.Native Hawaiian or Other Pacific Islander total","C2013_A_RV.Native Hawaiian or Other Pacific Islander men","C2013_A_RV.Native Hawaiian or Other Pacific Islander women","C2013_A_RV.White total","C2013_A_RV.White men","C2013_A_RV.White women","C2013_A_RV.Two or more races total","C2013_A_RV.Two or more races men","C2013_A_RV.Two or more races women","C2013_A_RV.Race/ethnicity unknown total","C2013_A_RV.Race/ethnicity unknown men","C2013_A_RV.Race/ethnicity unknown women","C2013_A_RV.Nonresident alien total","C2013_A_RV.Nonresident alien men","C2013_A_RV.Nonresident alien women","IDX_C"
"110097","Biola University","2013","First major","'40'","Physical Sciences","Bachelor's degree","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40'","Physical Sciences","Degrees total","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40'","Physical Sciences","Degrees/certificates total","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40.01'","Physical Sciences","Bachelor's degree","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40.01'","Physical Sciences","Degrees total","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40.01'","Physical Sciences","Degrees/certificates total","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40.0101'","Physical Sciences","Bachelor's degree","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40.0101'","Physical Sciences","Degrees total","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110097","Biola University","2013","First major","'40.0101'","Physical Sciences","Degrees/certificates total","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","1","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2013","First major","'40'","Physical Sciences","Bachelor's degree","48","33","15","0","0","0","1","0","1","0","0","0","5","5","0","0","0","0","35","22","13","1","1","0","6","5","1","0","0","0","-2"
