"unitid","institution name","year","C2013_A.First or Second Major","C2013_A.CIP Code -  2010 Classification","CipTitle","C2013_A.Award Level code","C2013_A_RV.Grand total","C2013_A_RV.Grand total men","C2013_A_RV.Grand total women","C2013_A_RV.American Indian or Alaska Native total","C2013_A_RV.American Indian or Alaska Native men","C2013_A_RV.American Indian or Alaska Native women","C2013_A_RV.Asian total","C2013_A_RV.Asian men","C2013_A_RV.Asian women","C2013_A_RV.Black or African American total","C2013_A_RV.Black or African American men","C2013_A_RV.Black or African American women","C2013_A_RV.Hispanic or Latino total","C2013_A_RV.Hispanic or Latino men","C2013_A_RV.Hispanic or Latino women","C2013_A_RV.Native Hawaiian or Other Pacific Islander total","C2013_A_RV.Native Hawaiian or Other Pacific Islander men","C2013_A_RV.Native Hawaiian or Other Pacific Islander women","C2013_A_RV.White total","C2013_A_RV.White men","C2013_A_RV.White women","C2013_A_RV.Two or more races total","C2013_A_RV.Two or more races men","C2013_A_RV.Two or more races women","C2013_A_RV.Race/ethnicity unknown total","C2013_A_RV.Race/ethnicity unknown men","C2013_A_RV.Race/ethnicity unknown women","C2013_A_RV.Nonresident alien total","C2013_A_RV.Nonresident alien men","C2013_A_RV.Nonresident alien women","IDX_C"
"100654","Alabama A & M University","2013","First major","'40'","Physical Sciences","Bachelor's degree","15","5","10","0","0","0","0","0","0","15","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40'","Physical Sciences","Master's degree","3","2","1","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40'","Physical Sciences","Degrees total","20","9","11","0","0","0","0","0","0","17","6","11","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40'","Physical Sciences","Degrees/certificates total","20","9","11","0","0","0","0","0","0","17","6","11","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40.05'","Chemistry","Bachelor's degree","12","3","9","0","0","0","0","0","0","12","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40.05'","Chemistry","Degrees total","12","3","9","0","0","0","0","0","0","12","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40.05'","Chemistry","Degrees/certificates total","12","3","9","0","0","0","0","0","0","12","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40.0501'","Chemistry, General","Bachelor's degree","12","3","9","0","0","0","0","0","0","12","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2013","First major","'40.0501'","Chemistry, General","Degrees total","12","3","9","0","0","0","0","0","0","12","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
