"unitid","institution name","year","C2016_A.First or Second Major","C2016_A.CIP Code -  2010 Classification","CipTitle","C2016_A.Award Level code","C2016_A_RV.Grand total","C2016_A_RV.Grand total men","C2016_A_RV.Grand total women","C2016_A_RV.American Indian or Alaska Native total","C2016_A_RV.American Indian or Alaska Native men","C2016_A_RV.American Indian or Alaska Native women","C2016_A_RV.Asian total","C2016_A_RV.Asian men","C2016_A_RV.Asian women","C2016_A_RV.Black or African American total","C2016_A_RV.Black or African American men","C2016_A_RV.Black or African American women","C2016_A_RV.Hispanic or Latino total","C2016_A_RV.Hispanic or Latino men","C2016_A_RV.Hispanic or Latino women","C2016_A_RV.Native Hawaiian or Other Pacific Islander total","C2016_A_RV.Native Hawaiian or Other Pacific Islander men","C2016_A_RV.Native Hawaiian or Other Pacific Islander women","C2016_A_RV.White total","C2016_A_RV.White men","C2016_A_RV.White women","C2016_A_RV.Two or more races total","C2016_A_RV.Two or more races men","C2016_A_RV.Two or more races women","C2016_A_RV.Race/ethnicity unknown total","C2016_A_RV.Race/ethnicity unknown men","C2016_A_RV.Race/ethnicity unknown women","C2016_A_RV.Nonresident alien total","C2016_A_RV.Nonresident alien men","C2016_A_RV.Nonresident alien women","IDX_C"
"110097","Biola University","2016","First major","'40'","Physical Sciences","Bachelor's degree","8","5","3","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","6","4","2","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40'","Physical Sciences","Degrees total","8","5","3","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","6","4","2","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40'","Physical Sciences","Degrees/certificates total","8","5","3","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","6","4","2","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.01'","Physical Sciences","Bachelor's degree","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.01'","Physical Sciences","Degrees total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.01'","Physical Sciences","Degrees/certificates total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0101'","Physical Sciences","Bachelor's degree","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0101'","Physical Sciences","Degrees total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0101'","Physical Sciences","Degrees/certificates total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.05'","Chemistry","Bachelor's degree","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.05'","Chemistry","Degrees total","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.05'","Chemistry","Degrees/certificates total","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0501'","Chemistry, General","Bachelor's degree","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0501'","Chemistry, General","Degrees total","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0501'","Chemistry, General","Degrees/certificates total","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.08'","Physics","Bachelor's degree","5","4","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.08'","Physics","Degrees total","5","4","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.08'","Physics","Degrees/certificates total","5","4","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0801'","Physics, General","Bachelor's degree","5","4","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0801'","Physics, General","Degrees total","5","4","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2016","First major","'40.0801'","Physics, General","Degrees/certificates total","5","4","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","First major","'40'","Physical Sciences","Bachelor's degree","99","74","25","0","0","0","6","6","0","0","0","0","9","6","3","0","0","0","66","47","19","7","7","0","10","7","3","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","First major","'40'","Physical Sciences","Master's degree","6","3","3","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","2","2","0","0","0","0","2","1","1","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","First major","'40'","Physical Sciences","Degrees total","105","77","28","0","0","0","7","6","1","0","0","0","10","6","4","0","0","0","68","49","19","7","7","0","12","8","4","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","First major","'40'","Physical Sciences","Degrees/certificates total","105","77","28","0","0","0","7","6","1","0","0","0","10","6","4","0","0","0","68","49","19","7","7","0","12","8","4","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","First major","'40.05'","Chemistry","Bachelor's degree","28","19","9","0","0","0","2","2","0","0","0","0","5","3","2","0","0","0","19","12","7","1","1","0","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","First major","'40.05'","Chemistry","Master's degree","6","3","3","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","2","2","0","0","0","0","2","1","1","0","0","0","-2"
