"unitid","institution name","year","S2011_F.Tenure status and academic rank of full-time instruction/research/public service staff","S2011_F_RV.Grand total","S2011_F_RV.Grand total men","S2011_F_RV.Grand total women","S2011_F_RV.American Indian or Alaska Native total","S2011_F_RV.American Indian or Alaska Native men","S2011_F_RV.American Indian or Alaska Native women","S2011_F_RV.Asian total","S2011_F_RV.Asian men","S2011_F_RV.Asian women","S2011_F_RV.Black or African American total","S2011_F_RV.Black or African American men","S2011_F_RV.Black or African American women","S2011_F_RV.Hispanic or Latino total","S2011_F_RV.Hispanic or Latino men","S2011_F_RV.Hispanic or Latino women","S2011_F_RV.Native Hawaiian or Other Pacific Islander total","S2011_F_RV.Native Hawaiian or Other Pacific Islander men","S2011_F_RV.Native Hawaiian or Other Pacific Islander women","S2011_F_RV.White total","S2011_F_RV.White men","S2011_F_RV.White women","S2011_F_RV.Two or more races total","S2011_F_RV.Two or more races men","S2011_F_RV.Two or more races women","S2011_F_RV.Race/ethnicity unknown total","S2011_F_RV.Race/ethnicity unknown men","S2011_F_RV.Race/ethnicity unknown women","S2011_F_RV.Nonresident alien total","S2011_F_RV.Nonresident alien men","S2011_F_RV.Nonresident alien women","IDX_HR"
"105899","Arizona Christian University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"105899","Arizona Christian University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","5","4","0","0","0","0","0","0","0","0","0","-2"
"105899","Arizona Christian University","2011","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"105899","Arizona Christian University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"105899","Arizona Christian University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","15","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","8","7","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Tenured, Professors","55","47","8","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","53","45","8","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Tenured, Associate professors","46","35","11","0","0","0","6","5","1","1","0","1","0","0","0","0","0","0","39","30","9","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Tenured total","101","82","19","0","0","0","6","5","1","1","0","1","2","2","0","0","0","0","92","75","17","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","9","7","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","8","7","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","37","28","9","0","0","0","8","5","3","1","1","0","3","2","1","0","0","0","25","20","5","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","32","17","15","0","0","0","7","1","6","2","0","2","2","1","1","0","0","0","21","15","6","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured on tenure track total","78","52","26","0","0","0","15","6","9","3","1","2","6","3","3","0","0","0","54","42","12","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","19","13","6","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","18","12","6","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","36","13","23","0","0","0","3","1","2","2","2","0","4","0","4","0","0","0","27","10","17","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, No academic rank","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","64","30","34","0","0","0","3","1","2","2","2","0","5","1","4","0","0","0","54","26","28","0","0","0","0","0","0","0","0","0","-2"
"110316","California Institute of Integral Studies","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","29","16","13","0","0","0","4","2","2","1","0","1","0","0","0","0","0","0","24","14","10","0","0","0","0","0","0","0","0","0","-2"
"110316","California Institute of Integral Studies","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","14","7","7","0","0","0","0","0","0","2","0","2","2","0","2","0","0","0","9","7","2","1","0","1","0","0","0","0","0","0","-2"
"110316","California Institute of Integral Studies","2011","Total full-time Instruction/research/public servicey, Non-tenured not on tenure track, Assistant professors","15","6","9","0","0","0","5","1","4","0","0","0","3","3","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"110316","California Institute of Integral Studies","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","58","29","29","0","0","0","9","3","6","3","0","3","5","3","2","0","0","0","40","23","17","1","0","1","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Tenured, Professors","263","201","62","0","0","0","23","20","3","5","4","1","14","10","4","1","1","0","203","150","53","3","3","0","14","13","1","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Tenured, Associate professors","161","117","44","0","0","0","16","10","6","2","1","1","14","8","6","0","0","0","115","87","28","4","3","1","9","7","2","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Tenured, No academic rank","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Tenured total","427","321","106","0","0","0","39","30","9","7","5","2","28","18","10","1","1","0","321","240","81","7","6","1","23","20","3","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","24","17","7","1","1","0","4","2","2","2","1","1","2","2","0","0","0","0","14","10","4","0","0","0","0","0","0","1","1","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","155","83","72","1","0","1","7","2","5","2","1","1","7","6","1","0","0","0","118","64","54","2","1","1","6","3","3","12","6","6","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Non-tenured on tenure track total","179","100","79","2","1","1","11","4","7","4","2","2","9","8","1","0","0","0","132","74","58","2","1","1","6","3","3","13","7","6","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Lecturers","122","65","57","0","0","0","3","1","2","0","0","0","5","5","0","0","0","0","105","55","50","1","1","0","4","1","3","4","2","2","-2"
"110422","California Polytechnic State University-San Luis Obispo","2011","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","122","65","57","0","0","0","3","1","2","0","0","0","5","5","0","0","0","0","105","55","50","1","1","0","4","1","3","4","2","2","-2"
"111188","California State University Maritime Academy","2011","Total full-time Instruction/research/public service, Tenured, Professors","12","8","4","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","10","7","3","0","0","0","0","0","0","0","0","0","-2"
