"unitid","institution name","year","C2011_A.First or Second Major","C2011_A.CIP Code -  2010 Classification","CipTitle","C2011_A.Award Level code","C2011_A_RV.Grand total","C2011_A_RV.Grand total men","C2011_A_RV.Grand total women","C2011_A_RV.American Indian or Alaska Native total","C2011_A_RV.American Indian or Alaska Native men","C2011_A_RV.American Indian or Alaska Native women","C2011_A_RV.Asian total","C2011_A_RV.Asian men","C2011_A_RV.Asian women","C2011_A_RV.Black or African American total","C2011_A_RV.Black or African American men","C2011_A_RV.Black or African American women","C2011_A_RV.Hispanic or Latino total","C2011_A_RV.Hispanic or Latino men","C2011_A_RV.Hispanic or Latino women","C2011_A_RV.Native Hawaiian or Other Pacific Islander total","C2011_A_RV.Native Hawaiian or Other Pacific Islander men","C2011_A_RV.Native Hawaiian or Other Pacific Islander women","C2011_A_RV.White total","C2011_A_RV.White men","C2011_A_RV.White women","C2011_A_RV.Two or more races total","C2011_A_RV.Two or more races men","C2011_A_RV.Two or more races women","C2011_A_RV.Race/ethnicity unknown total","C2011_A_RV.Race/ethnicity unknown men","C2011_A_RV.Race/ethnicity unknown women","C2011_A_RV.Nonresident alien total","C2011_A_RV.Nonresident alien men","C2011_A_RV.Nonresident alien women","IDX_C"
"109350","Antelope Valley College","2011","First major","'40'","Physical Sciences","Associate's degree","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40'","Physical Sciences","Degrees total","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40'","Physical Sciences","Degrees/certificates total","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40.01'","Physical Sciences","Associate's degree","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40.01'","Physical Sciences","Degrees total","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40.01'","Physical Sciences","Degrees/certificates total","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40.0101'","Physical Sciences","Associate's degree","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40.0101'","Physical Sciences","Degrees total","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109350","Antelope Valley College","2011","First major","'40.0101'","Physical Sciences","Degrees/certificates total","5","2","3","0","0","0","2","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","-2"
"109785","Azusa Pacific University","2011","First major","'40'","Physical Sciences","Bachelor's degree","6","4","2","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40'","Physical Sciences","Degrees total","6","4","2","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40'","Physical Sciences","Degrees/certificates total","6","4","2","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.05'","Chemistry","Bachelor's degree","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.05'","Chemistry","Degrees total","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.05'","Chemistry","Degrees/certificates total","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.0501'","Chemistry, General","Bachelor's degree","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.0501'","Chemistry, General","Degrees total","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.0501'","Chemistry, General","Degrees/certificates total","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.99'","Physical Sciences, Other","Bachelor's degree","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.99'","Physical Sciences, Other","Degrees total","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2011","First major","'40.99'","Physical Sciences, Other","Degrees/certificates total","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
