"unitid","institution name","year","S2016_IS.Instructional staff category","S2016_IS_RV.Grand total","S2016_IS_RV.Grand total men","S2016_IS_RV.Grand total women","S2016_IS_RV.American Indian or Alaska Native total","S2016_IS_RV.American Indian or Alaska Native men","S2016_IS_RV.American Indian or Alaska Native women","S2016_IS_RV.Asian total","S2016_IS_RV.Asian men","S2016_IS_RV.Asian women","S2016_IS_RV.Black or African American total","S2016_IS_RV.Black or African American men","S2016_IS_RV.Black or African American women","S2016_IS_RV.Hispanic or Latino total","S2016_IS_RV.Hispanic or Latino men","S2016_IS_RV.Hispanic or Latino women","S2016_IS_RV.Native Hawaiian or Other Pacific Islander total","S2016_IS_RV.Native Hawaiian or Other Pacific Islander men","S2016_IS_RV.Native Hawaiian or Other Pacific Islander women","S2016_IS_RV.White total","S2016_IS_RV.White men","S2016_IS_RV.White women","S2016_IS_RV.Two or more races total","S2016_IS_RV.Two or more races men","S2016_IS_RV.Two or more races women","S2016_IS_RV.Race/ethnicity unknown total","S2016_IS_RV.Race/ethnicity unknown men","S2016_IS_RV.Race/ethnicity unknown women","S2016_IS_RV.Nonresident alien total","S2016_IS_RV.Nonresident alien men","S2016_IS_RV.Nonresident alien women","IDX_HR"
"104188","Southwest University of Visual Arts-Tucson","2016","Not on tenure track/No tenure system system total","7","4","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","-2"
"104188","Southwest University of Visual Arts-Tucson","2016","Not on tenure/no tenure system, professors","7","4","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2016","Tenured total","4","1","3","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2016","Tenured, professors","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2016","Tenured, associate professors","2","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2016","Not on tenure track/No tenure system system total","2","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2016","Not on tenure/no tenure system, associate professors","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2016","Not on tenure/no tenure system, assistant professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","Tenured total","138","72","66","0","0","0","8","5","3","12","4","8","12","8","4","0","0","0","100","52","48","6","3","3","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","Tenured, professors","65","27","38","0","0","0","2","0","2","4","0","4","6","3","3","0","0","0","48","21","27","5","3","2","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","Tenured, associate professors","15","10","5","0","0","0","1","0","1","1","0","1","2","2","0","0","0","0","11","8","3","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","Tenured, assistant professors","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","Tenured, instructors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","Tenured, no academic rank","54","34","20","0","0","0","5","5","0","7","4","3","4","3","1","0","0","0","37","22","15","1","0","1","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","On-Tenure track total","26","14","12","0","0","0","2","2","0","3","1","2","3","0","3","0","0","0","14","9","5","4","2","2","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2016","On-tenure track, no academic rank","26","14","12","0","0","0","2","2","0","3","1","2","3","0","3","0","0","0","14","9","5","4","2","2","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2016","Not on tenure track/No tenure system system total","458","222","236","6","3","3","61","25","36","28","10","18","28","13","15","3","2","1","305","153","152","1","0","1","26","16","10","0","0","0","-2"
"109785","Azusa Pacific University","2016","Not on tenure/no tenure system, professors","142","90","52","0","0","0","12","10","2","11","6","5","4","2","2","0","0","0","104","65","39","0","0","0","11","7","4","0","0","0","-2"
"109785","Azusa Pacific University","2016","Not on tenure/no tenure system, associate professors","116","58","58","2","1","1","19","8","11","6","1","5","10","4","6","1","0","1","72","40","32","0","0","0","6","4","2","0","0","0","-2"
"109785","Azusa Pacific University","2016","Not on tenure/no tenure system, assistant professors","184","72","112","4","2","2","29","7","22","11","3","8","13","6","7","2","2","0","116","47","69","1","0","1","8","5","3","0","0","0","-2"
"109785","Azusa Pacific University","2016","Not on tenure/no tenure system, instructors","16","2","14","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","13","1","12","0","0","0","1","0","1","0","0","0","-2"
"109819","Bakersfield College","2016","Tenured total","183","96","87","2","1","1","8","4","4","10","5","5","16","7","9","1","1","0","134","73","61","0","0","0","12","5","7","0","0","0","-2"
"109819","Bakersfield College","2016","Tenured, instructors","183","96","87","2","1","1","8","4","4","10","5","5","16","7","9","1","1","0","134","73","61","0","0","0","12","5","7","0","0","0","-2"
"109819","Bakersfield College","2016","On-Tenure track total","102","43","59","1","1","0","5","2","3","4","2","2","27","7","20","0","0","0","65","31","34","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2016","On-tenure track, instructors","102","43","59","1","1","0","5","2","3","4","2","2","27","7","20","0","0","0","65","31","34","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2016","Not on tenure track/No tenure system system total","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2016","Not on tenure/no tenure system, instructors","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2016","Tenured total","82","48","34","0","0","0","12","8","4","1","0","1","6","2","4","0","0","0","60","37","23","3","1","2","0","0","0","0","0","0","-2"
"110361","California Baptist University","2016","Tenured, professors","62","42","20","0","0","0","10","8","2","0","0","0","5","1","4","0","0","0","45","32","13","2","1","1","0","0","0","0","0","0","-2"
"110361","California Baptist University","2016","Tenured, associate professors","20","6","14","0","0","0","2","0","2","1","0","1","1","1","0","0","0","0","15","5","10","1","0","1","0","0","0","0","0","0","-2"
"110361","California Baptist University","2016","On-Tenure track total","192","101","91","1","0","1","30","16","14","12","7","5","15","8","7","1","0","1","123","69","54","4","1","3","6","0","6","0","0","0","-2"
"110361","California Baptist University","2016","On-tenure track, professors","12","9","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","11","8","3","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2016","On-tenure track, associate professors","56","37","19","0","0","0","13","10","3","4","2","2","6","5","1","0","0","0","31","20","11","1","0","1","1","0","1","0","0","0","-2"
"110361","California Baptist University","2016","On-tenure track, assistant professors","124","55","69","1","0","1","16","5","11","8","5","3","9","3","6","1","0","1","81","41","40","3","1","2","5","0","5","0","0","0","-2"
"110361","California Baptist University","2016","Not on tenure track/No tenure system system total","29","10","19","0","0","0","0","0","0","1","0","1","3","0","3","0","0","0","24","9","15","0","0","0","1","1","0","0","0","0","-2"
"110361","California Baptist University","2016","Not on tenure/no tenure system, instructors","15","6","9","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","12","5","7","0","0","0","1","1","0","0","0","0","-2"
"110361","California Baptist University","2016","Not on tenure/no tenure system, lecturers","14","4","10","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","12","4","8","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2016","Tenured total","92","49","43","0","0","0","8","3","5","4","2","2","6","2","4","0","0","0","73","42","31","0","0","0","0","0","0","1","0","1","-2"
"110413","California Lutheran University","2016","Tenured, professors","50","32","18","0","0","0","4","2","2","3","2","1","1","1","0","0","0","0","42","27","15","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2016","Tenured, associate professors","38","15","23","0","0","0","4","1","3","1","0","1","4","0","4","0","0","0","28","14","14","0","0","0","0","0","0","1","0","1","-2"
"110413","California Lutheran University","2016","Tenured, assistant professors","4","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2016","On-Tenure track total","50","22","28","0","0","0","3","1","2","1","0","1","8","2","6","0","0","0","34","16","18","1","1","0","1","0","1","2","2","0","-2"
"110413","California Lutheran University","2016","On-tenure track, professors","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2016","On-tenure track, associate professors","8","4","4","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","6","2","4","1","1","0","0","0","0","0","0","0","-2"
