"unitid","institution name","year","C2017_A.First or Second Major","C2017_A.CIP Code -  2010 Classification","CipTitle","C2017_A.Award Level code","C2017_A_RV.Grand total","C2017_A_RV.Grand total men","C2017_A_RV.Grand total women","C2017_A_RV.American Indian or Alaska Native total","C2017_A_RV.American Indian or Alaska Native men","C2017_A_RV.American Indian or Alaska Native women","C2017_A_RV.Asian total","C2017_A_RV.Asian men","C2017_A_RV.Asian women","C2017_A_RV.Black or African American total","C2017_A_RV.Black or African American men","C2017_A_RV.Black or African American women","C2017_A_RV.Hispanic or Latino total","C2017_A_RV.Hispanic or Latino men","C2017_A_RV.Hispanic or Latino women","C2017_A_RV.Native Hawaiian or Other Pacific Islander total","C2017_A_RV.Native Hawaiian or Other Pacific Islander men","C2017_A_RV.Native Hawaiian or Other Pacific Islander women","C2017_A_RV.White total","C2017_A_RV.White men","C2017_A_RV.White women","C2017_A_RV.Two or more races total","C2017_A_RV.Two or more races men","C2017_A_RV.Two or more races women","C2017_A_RV.Race/ethnicity unknown total","C2017_A_RV.Race/ethnicity unknown men","C2017_A_RV.Race/ethnicity unknown women","C2017_A_RV.Nonresident alien total","C2017_A_RV.Nonresident alien men","C2017_A_RV.Nonresident alien women","IDX_C"
"110097","Biola University","2017","First major","'40'","Physical Sciences","Bachelor's degree","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40'","Physical Sciences","Degrees total","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40'","Physical Sciences","Degrees/certificates total","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.01'","Physical Sciences","Bachelor's degree","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.01'","Physical Sciences","Degrees total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.01'","Physical Sciences","Degrees/certificates total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0101'","Physical Sciences","Bachelor's degree","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0101'","Physical Sciences","Degrees total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0101'","Physical Sciences","Degrees/certificates total","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.05'","Chemistry","Bachelor's degree","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.05'","Chemistry","Degrees total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.05'","Chemistry","Degrees/certificates total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0501'","Chemistry, General","Bachelor's degree","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0501'","Chemistry, General","Degrees total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0501'","Chemistry, General","Degrees/certificates total","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.08'","Physics","Bachelor's degree","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.08'","Physics","Degrees total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.08'","Physics","Degrees/certificates total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0801'","Physics, General","Bachelor's degree","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0801'","Physics, General","Degrees total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110097","Biola University","2017","First major","'40.0801'","Physics, General","Degrees/certificates total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40'","Physical Sciences","Bachelor's degree","84","57","27","1","0","1","6","5","1","0","0","0","10","4","6","0","0","0","49","37","12","10","7","3","8","4","4","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40'","Physical Sciences","Master's degree","10","6","4","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","6","3","3","1","1","0","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40'","Physical Sciences","Degrees total","94","63","31","1","0","1","8","6","2","0","0","0","10","4","6","0","0","0","55","40","15","11","8","3","9","5","4","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40'","Physical Sciences","Degrees/certificates total","94","63","31","1","0","1","8","6","2","0","0","0","10","4","6","0","0","0","55","40","15","11","8","3","9","5","4","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.05'","Chemistry","Bachelor's degree","31","19","12","0","0","0","2","1","1","0","0","0","5","1","4","0","0","0","19","14","5","4","2","2","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.05'","Chemistry","Master's degree","10","6","4","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","6","3","3","1","1","0","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.05'","Chemistry","Degrees total","41","25","16","0","0","0","4","2","2","0","0","0","5","1","4","0","0","0","25","17","8","5","3","2","2","2","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.05'","Chemistry","Degrees/certificates total","41","25","16","0","0","0","4","2","2","0","0","0","5","1","4","0","0","0","25","17","8","5","3","2","2","2","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0501'","Chemistry, General","Bachelor's degree","31","19","12","0","0","0","2","1","1","0","0","0","5","1","4","0","0","0","19","14","5","4","2","2","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0501'","Chemistry, General","Degrees total","31","19","12","0","0","0","2","1","1","0","0","0","5","1","4","0","0","0","19","14","5","4","2","2","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0501'","Chemistry, General","Degrees/certificates total","31","19","12","0","0","0","2","1","1","0","0","0","5","1","4","0","0","0","19","14","5","4","2","2","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0507'","Polymer Chemistry","Master's degree","10","6","4","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","6","3","3","1","1","0","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0507'","Polymer Chemistry","Degrees total","10","6","4","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","6","3","3","1","1","0","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0507'","Polymer Chemistry","Degrees/certificates total","10","6","4","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","6","3","3","1","1","0","1","1","0","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","28","16","12","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","17","11","6","1","0","1","6","2","4","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","28","16","12","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","17","11","6","1","0","1","6","2","4","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","28","16","12","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","17","11","6","1","0","1","6","2","4","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0699'","Geological and Earth Sciences/Geosciences, Other","Bachelor's degree","28","16","12","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","17","11","6","1","0","1","6","2","4","0","0","0","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'40.0699'","Geological and Earth Sciences/Geosciences, Other","Degrees total","28","16","12","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","17","11","6","1","0","1","6","2","4","0","0","0","-2"
