"unitid","institution name","year","C2018_A.First or Second Major","C2018_A.CIP Code -  2010 Classification","CipTitle","C2018_A.Award Level code","C2018_A_RV.Grand total","C2018_A_RV.Grand total men","C2018_A_RV.Grand total women","C2018_A_RV.American Indian or Alaska Native total","C2018_A_RV.American Indian or Alaska Native men","C2018_A_RV.American Indian or Alaska Native women","C2018_A_RV.Asian total","C2018_A_RV.Asian men","C2018_A_RV.Asian women","C2018_A_RV.Black or African American total","C2018_A_RV.Black or African American men","C2018_A_RV.Black or African American women","C2018_A_RV.Hispanic or Latino total","C2018_A_RV.Hispanic or Latino men","C2018_A_RV.Hispanic or Latino women","C2018_A_RV.Native Hawaiian or Other Pacific Islander total","C2018_A_RV.Native Hawaiian or Other Pacific Islander men","C2018_A_RV.Native Hawaiian or Other Pacific Islander women","C2018_A_RV.White total","C2018_A_RV.White men","C2018_A_RV.White women","C2018_A_RV.Two or more races total","C2018_A_RV.Two or more races men","C2018_A_RV.Two or more races women","C2018_A_RV.Race/ethnicity unknown total","C2018_A_RV.Race/ethnicity unknown men","C2018_A_RV.Race/ethnicity unknown women","C2018_A_RV.Nonresident alien total","C2018_A_RV.Nonresident alien men","C2018_A_RV.Nonresident alien women","IDX_C"
"100654","Alabama A & M University","2018","First major","'40'","Physical Sciences","Bachelor's degree","18","6","12","0","0","0","0","0","0","13","5","8","0","0","0","0","0","0","2","1","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40'","Physical Sciences","Master's degree","3","2","1","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2018","First major","'40'","Physical Sciences","Degrees total","21","8","13","0","0","0","0","0","0","16","7","9","0","0","0","0","0","0","2","1","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40'","Physical Sciences","Degrees/certificates total","21","8","13","0","0","0","0","0","0","16","7","9","0","0","0","0","0","0","2","1","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40.05'","Chemistry","Bachelor's degree","14","3","11","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40.05'","Chemistry","Degrees total","14","3","11","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40.05'","Chemistry","Degrees/certificates total","14","3","11","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40.0501'","Chemistry, General","Bachelor's degree","14","3","11","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40.0501'","Chemistry, General","Degrees total","14","3","11","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","1","-2"
"100654","Alabama A & M University","2018","First major","'40.0501'","Chemistry, General","Degrees/certificates total","14","3","11","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","1","-2"
