"unitid","institution name","year","C2017_A.First or Second Major","C2017_A.CIP Code -  2010 Classification","CipTitle","C2017_A.Award Level code","C2017_A_RV.Grand total","C2017_A_RV.Grand total men","C2017_A_RV.Grand total women","C2017_A_RV.American Indian or Alaska Native total","C2017_A_RV.American Indian or Alaska Native men","C2017_A_RV.American Indian or Alaska Native women","C2017_A_RV.Asian total","C2017_A_RV.Asian men","C2017_A_RV.Asian women","C2017_A_RV.Black or African American total","C2017_A_RV.Black or African American men","C2017_A_RV.Black or African American women","C2017_A_RV.Hispanic or Latino total","C2017_A_RV.Hispanic or Latino men","C2017_A_RV.Hispanic or Latino women","C2017_A_RV.Native Hawaiian or Other Pacific Islander total","C2017_A_RV.Native Hawaiian or Other Pacific Islander men","C2017_A_RV.Native Hawaiian or Other Pacific Islander women","C2017_A_RV.White total","C2017_A_RV.White men","C2017_A_RV.White women","C2017_A_RV.Two or more races total","C2017_A_RV.Two or more races men","C2017_A_RV.Two or more races women","C2017_A_RV.Race/ethnicity unknown total","C2017_A_RV.Race/ethnicity unknown men","C2017_A_RV.Race/ethnicity unknown women","C2017_A_RV.Nonresident alien total","C2017_A_RV.Nonresident alien men","C2017_A_RV.Nonresident alien women","IDX_C"
"100654","Alabama A & M University","2017","First major","'40'","Physical Sciences","Bachelor's degree","16","5","11","0","0","0","0","0","0","15","4","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","-2"
"100654","Alabama A & M University","2017","First major","'40'","Physical Sciences","Master's degree","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2017","First major","'40'","Physical Sciences","Degrees total","21","10","11","0","0","0","1","1","0","17","6","11","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","1","1","0","-2"
"100654","Alabama A & M University","2017","First major","'40'","Physical Sciences","Degrees/certificates total","21","10","11","0","0","0","1","1","0","17","6","11","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","1","1","0","-2"
"100654","Alabama A & M University","2017","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship","3","3","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2017","First major","'40.05'","Chemistry","Bachelor's degree","10","3","7","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2017","First major","'40.05'","Chemistry","Degrees total","10","3","7","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2017","First major","'40.05'","Chemistry","Degrees/certificates total","10","3","7","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2017","First major","'40.0501'","Chemistry, General","Bachelor's degree","10","3","7","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2017","First major","'40.0501'","Chemistry, General","Degrees total","10","3","7","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"100654","Alabama A & M University","2017","First major","'40.0501'","Chemistry, General","Degrees/certificates total","10","3","7","0","0","0","0","0","0","10","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
