"unitid","institution name","year","S2017_IS.Instructional staff category","S2017_IS_RV.Grand total","S2017_IS_RV.Grand total men","S2017_IS_RV.Grand total women","S2017_IS_RV.American Indian or Alaska Native total","S2017_IS_RV.American Indian or Alaska Native men","S2017_IS_RV.American Indian or Alaska Native women","S2017_IS_RV.Asian total","S2017_IS_RV.Asian men","S2017_IS_RV.Asian women","S2017_IS_RV.Black or African American total","S2017_IS_RV.Black or African American men","S2017_IS_RV.Black or African American women","S2017_IS_RV.Hispanic or Latino total","S2017_IS_RV.Hispanic or Latino men","S2017_IS_RV.Hispanic or Latino women","S2017_IS_RV.Native Hawaiian or Other Pacific Islander total","S2017_IS_RV.Native Hawaiian or Other Pacific Islander men","S2017_IS_RV.Native Hawaiian or Other Pacific Islander women","S2017_IS_RV.White total","S2017_IS_RV.White men","S2017_IS_RV.White women","S2017_IS_RV.Two or more races total","S2017_IS_RV.Two or more races men","S2017_IS_RV.Two or more races women","S2017_IS_RV.Race/ethnicity unknown total","S2017_IS_RV.Race/ethnicity unknown men","S2017_IS_RV.Race/ethnicity unknown women","S2017_IS_RV.Nonresident alien total","S2017_IS_RV.Nonresident alien men","S2017_IS_RV.Nonresident alien women","IDX_HR"
"104188","Southwest University of Visual Arts-Tucson","2017","Not on tenure track/No tenure system system total","10","7","3","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","8","5","3","0","0","0","0","0","0","0","0","0","-2"
"104188","Southwest University of Visual Arts-Tucson","2017","Not on tenure/no tenure system, professors","10","7","3","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","8","5","3","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2017","Tenured total","3","1","2","0","0","0","1","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2017","Tenured, professors","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2017","Tenured, associate professors","2","1","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2017","Not on tenure track/No tenure system system total","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2017","Not on tenure/no tenure system, associate professors","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","Tenured total","128","68","60","1","1","0","8","5","3","10","4","6","11","8","3","0","0","0","93","48","45","5","2","3","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","Tenured, professors","60","26","34","1","1","0","2","0","2","4","0","4","5","3","2","0","0","0","44","20","24","4","2","2","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","Tenured, associate professors","13","8","5","0","0","0","1","0","1","1","0","1","2","2","0","0","0","0","9","6","3","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","Tenured, assistant professors","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","Tenured, instructors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","Tenured, no academic rank","49","32","17","0","0","0","5","5","0","5","4","1","4","3","1","0","0","0","34","20","14","1","0","1","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","On-Tenure track total","34","21","13","0","0","0","2","2","0","2","1","1","4","1","3","1","0","1","19","13","6","4","3","1","2","1","1","0","0","0","-2"
"109350","Antelope Valley College","2017","On-tenure track, assistant professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2017","On-tenure track, no academic rank","33","20","13","0","0","0","2","2","0","2","1","1","4","1","3","1","0","1","18","12","6","4","3","1","2","1","1","0","0","0","-2"
"109785","Azusa Pacific University","2017","Not on tenure track/No tenure system system total","484","221","263","5","3","2","64","24","40","27","10","17","33","16","17","3","2","1","322","148","174","1","0","1","29","18","11","0","0","0","-2"
"109785","Azusa Pacific University","2017","Not on tenure/no tenure system, professors","139","87","52","1","1","0","14","10","4","11","6","5","4","2","2","0","0","0","99","61","38","0","0","0","10","7","3","0","0","0","-2"
"109785","Azusa Pacific University","2017","Not on tenure/no tenure system, associate professors","119","59","60","1","0","1","19","8","11","5","1","4","10","4","6","1","0","1","75","41","34","0","0","0","8","5","3","0","0","0","-2"
"109785","Azusa Pacific University","2017","Not on tenure/no tenure system, assistant professors","202","71","131","3","2","1","29","6","23","11","3","8","14","7","7","2","2","0","132","45","87","1","0","1","10","6","4","0","0","0","-2"
"109785","Azusa Pacific University","2017","Not on tenure/no tenure system, instructors","24","4","20","0","0","0","2","0","2","0","0","0","5","3","2","0","0","0","16","1","15","0","0","0","1","0","1","0","0","0","-2"
"109819","Bakersfield College","2017","Tenured total","176","93","83","2","1","1","8","4","4","9","5","4","17","8","9","1","1","0","127","69","58","0","0","0","12","5","7","0","0","0","-2"
"109819","Bakersfield College","2017","Tenured, instructors","176","93","83","2","1","1","8","4","4","9","5","4","17","8","9","1","1","0","127","69","58","0","0","0","12","5","7","0","0","0","-2"
"109819","Bakersfield College","2017","On-Tenure track total","130","63","67","1","1","0","7","5","2","5","3","2","33","12","21","0","0","0","84","42","42","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2017","On-tenure track, instructors","130","63","67","1","1","0","7","5","2","5","3","2","33","12","21","0","0","0","84","42","42","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2017","Not on tenure track/No tenure system system total","18","9","9","0","0","0","0","0","0","2","1","1","4","3","1","0","0","0","12","5","7","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2017","Not on tenure/no tenure system, instructors","18","9","9","0","0","0","0","0","0","2","1","1","4","3","1","0","0","0","12","5","7","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2017","Tenured total","95","59","36","0","0","0","14","10","4","1","0","1","5","1","4","0","0","0","72","47","25","3","1","2","0","0","0","0","0","0","-2"
"110361","California Baptist University","2017","Tenured, professors","73","49","24","0","0","0","11","9","2","0","0","0","5","1","4","0","0","0","55","38","17","2","1","1","0","0","0","0","0","0","-2"
"110361","California Baptist University","2017","Tenured, associate professors","22","10","12","0","0","0","3","1","2","1","0","1","0","0","0","0","0","0","17","9","8","1","0","1","0","0","0","0","0","0","-2"
"110361","California Baptist University","2017","On-Tenure track total","208","102","106","2","0","2","32","16","16","17","8","9","19","8","11","1","0","1","124","67","57","5","2","3","8","1","7","0","0","0","-2"
"110361","California Baptist University","2017","On-tenure track, professors","13","9","4","0","0","0","4","4","0","0","0","0","1","1","0","0","0","0","7","4","3","1","0","1","0","0","0","0","0","0","-2"
"110361","California Baptist University","2017","On-tenure track, associate professors","73","42","31","1","0","1","13","8","5","5","3","2","6","3","3","0","0","0","46","27","19","1","1","0","1","0","1","0","0","0","-2"
"110361","California Baptist University","2017","On-tenure track, assistant professors","122","51","71","1","0","1","15","4","11","12","5","7","12","4","8","1","0","1","71","36","35","3","1","2","7","1","6","0","0","0","-2"
"110361","California Baptist University","2017","Not on tenure track/No tenure system system total","21","8","13","0","0","0","0","0","0","1","0","1","2","0","2","0","0","0","18","8","10","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2017","Not on tenure/no tenure system, instructors","10","4","6","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","9","4","5","0","0","0","0","0","0","0","0","0","-2"
"110361","California Baptist University","2017","Not on tenure/no tenure system, lecturers","11","4","7","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","9","4","5","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","Tenured total","103","54","49","0","0","0","10","5","5","4","2","2","8","2","6","0","0","0","80","45","35","0","0","0","1","0","1","0","0","0","-2"
"110413","California Lutheran University","2017","Tenured, professors","51","31","20","0","0","0","5","2","3","3","2","1","1","1","0","0","0","0","41","26","15","0","0","0","1","0","1","0","0","0","-2"
"110413","California Lutheran University","2017","Tenured, associate professors","45","19","26","0","0","0","4","2","2","1","0","1","6","0","6","0","0","0","34","17","17","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","Tenured, assistant professors","7","4","3","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","On-Tenure track total","42","18","24","0","0","0","5","4","1","1","0","1","9","4","5","0","0","0","24","9","15","2","1","1","1","0","1","0","0","0","-2"
"110413","California Lutheran University","2017","On-tenure track, professors","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","On-tenure track, associate professors","4","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","2","1","1","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","On-tenure track, assistant professors","35","15","20","0","0","0","5","4","1","1","0","1","8","3","5","0","0","0","19","8","11","1","0","1","1","0","1","0","0","0","-2"
"110413","California Lutheran University","2017","Not on tenure track/No tenure system system total","45","23","22","1","0","1","1","1","0","2","2","0","0","0","0","0","0","0","39","19","20","1","0","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2017","Not on tenure/no tenure system, professors","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","Not on tenure/no tenure system, assistant professors","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","Not on tenure/no tenure system, instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110413","California Lutheran University","2017","Not on tenure/no tenure system, lecturers","32","14","18","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","28","12","16","1","0","1","1","1","0","0","0","0","-2"
"110413","California Lutheran University","2017","Not on tenure/no tenure system, no academic rank","2","2","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110486","California State University-Bakersfield","2017","Tenured total","123","74","49","0","0","0","18","13","5","6","3","3","18","13","5","1","1","0","71","38","33","2","0","2","3","3","0","4","3","1","-2"
"110486","California State University-Bakersfield","2017","Tenured, professors","81","48","33","0","0","0","14","11","3","3","2","1","9","5","4","1","1","0","49","27","22","2","0","2","1","1","0","2","1","1","-2"
"110486","California State University-Bakersfield","2017","Tenured, associate professors","41","25","16","0","0","0","3","1","2","3","1","2","9","8","1","0","0","0","22","11","11","0","0","0","2","2","0","2","2","0","-2"
"110486","California State University-Bakersfield","2017","Tenured, assistant professors","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110486","California State University-Bakersfield","2017","On-Tenure track total","75","36","39","0","0","0","12","8","4","2","0","2","10","4","6","0","0","0","37","15","22","0","0","0","1","1","0","13","8","5","-2"
"110486","California State University-Bakersfield","2017","On-tenure track, associate professors","3","0","3","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110486","California State University-Bakersfield","2017","On-tenure track, assistant professors","72","36","36","0","0","0","11","8","3","2","0","2","9","4","5","0","0","0","36","15","21","0","0","0","1","1","0","13","8","5","-2"
"110486","California State University-Bakersfield","2017","Not on tenure track/No tenure system system total","95","34","61","0","0","0","5","2","3","3","0","3","12","3","9","1","0","1","65","22","43","1","1","0","1","0","1","7","6","1","-2"
"110486","California State University-Bakersfield","2017","Not on tenure/no tenure system, lecturers","95","34","61","0","0","0","5","2","3","3","0","3","12","3","9","1","0","1","65","22","43","1","1","0","1","0","1","7","6","1","-2"
