"unitid","institution name","year","S2018_IS.Instructional staff category","S2018_IS_RV.Grand total","S2018_IS_RV.Grand total men","S2018_IS_RV.Grand total women","S2018_IS_RV.American Indian or Alaska Native total","S2018_IS_RV.American Indian or Alaska Native men","S2018_IS_RV.American Indian or Alaska Native women","S2018_IS_RV.Asian total","S2018_IS_RV.Asian men","S2018_IS_RV.Asian women","S2018_IS_RV.Black or African American total","S2018_IS_RV.Black or African American men","S2018_IS_RV.Black or African American women","S2018_IS_RV.Hispanic or Latino total","S2018_IS_RV.Hispanic or Latino men","S2018_IS_RV.Hispanic or Latino women","S2018_IS_RV.Native Hawaiian or Other Pacific Islander total","S2018_IS_RV.Native Hawaiian or Other Pacific Islander men","S2018_IS_RV.Native Hawaiian or Other Pacific Islander women","S2018_IS_RV.White total","S2018_IS_RV.White men","S2018_IS_RV.White women","S2018_IS_RV.Two or more races total","S2018_IS_RV.Two or more races men","S2018_IS_RV.Two or more races women","S2018_IS_RV.Race/ethnicity unknown total","S2018_IS_RV.Race/ethnicity unknown men","S2018_IS_RV.Race/ethnicity unknown women","S2018_IS_RV.Nonresident alien total","S2018_IS_RV.Nonresident alien men","S2018_IS_RV.Nonresident alien women","IDX_HR"
"104188","Southwest University of Visual Arts-Tucson","2018","Not on tenure track/No tenure system system total","8","5","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","7","4","3","0","0","0","0","0","0","0","0","0","-2"
"104188","Southwest University of Visual Arts-Tucson","2018","Not on tenure/no tenure system, professors","8","5","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","7","4","3","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2018","Tenured total","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2018","Tenured, professors","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2018","Not on tenure track/No tenure system system total","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2018","Not on tenure/no tenure system, associate professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2018","Not on tenure/no tenure system, assistant professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2018","Not on tenure track/No tenure system system total","161","91","70","1","1","0","11","7","4","12","5","7","14","9","5","0","0","0","112","63","49","9","5","4","2","1","1","0","0","0","-2"
"109350","Antelope Valley College","2018","Not on tenure/no tenure system, professors","57","26","31","1","1","0","2","0","2","4","0","4","5","3","2","0","0","0","41","20","21","4","2","2","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2018","Not on tenure/no tenure system, associate professors","13","8","5","0","0","0","1","0","1","1","0","1","2","2","0","0","0","0","9","6","3","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2018","Not on tenure/no tenure system, assistant professors","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2018","Not on tenure/no tenure system, instructors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2018","Not on tenure/no tenure system, no academic rank","84","54","30","0","0","0","8","7","1","7","5","2","7","4","3","0","0","0","55","34","21","5","3","2","2","1","1","0","0","0","-2"
"109785","Azusa Pacific University","2018","Not on tenure track/No tenure system system total","498","224","274","4","3","1","64","25","39","33","11","22","32","16","16","3","2","1","327","146","181","3","2","1","32","19","13","0","0","0","-2"
"109785","Azusa Pacific University","2018","Not on tenure/no tenure system, professors","141","87","54","1","1","0","17","11","6","10","6","4","5","2","3","0","0","0","97","59","38","0","0","0","11","8","3","0","0","0","-2"
"109785","Azusa Pacific University","2018","Not on tenure/no tenure system, associate professors","118","59","59","1","0","1","17","7","10","9","3","6","8","4","4","1","0","1","74","41","33","0","0","0","8","4","4","0","0","0","-2"
"109785","Azusa Pacific University","2018","Not on tenure/no tenure system, assistant professors","205","68","137","2","2","0","26","7","19","12","2","10","15","7","8","2","2","0","134","40","94","3","2","1","11","6","5","0","0","0","-2"
"109785","Azusa Pacific University","2018","Not on tenure/no tenure system, instructors","24","4","20","0","0","0","4","0","4","1","0","1","4","3","1","0","0","0","14","1","13","0","0","0","1","0","1","0","0","0","-2"
"109785","Azusa Pacific University","2018","Not on tenure/no tenure system, lecturers","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"109785","Azusa Pacific University","2018","Not on tenure/no tenure system, no academic rank","9","6","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","7","5","2","0","0","0","1","1","0","0","0","0","-2"
"109819","Bakersfield College","2018","Tenured total","188","101","87","0","0","0","9","4","5","11","7","4","19","10","9","3","2","1","134","73","61","0","0","0","12","5","7","0","0","0","-2"
"109819","Bakersfield College","2018","Tenured, instructors","188","101","87","0","0","0","9","4","5","11","7","4","19","10","9","3","2","1","134","73","61","0","0","0","12","5","7","0","0","0","-2"
"109819","Bakersfield College","2018","On-Tenure track total","132","63","69","0","0","0","6","3","3","5","3","2","37","12","25","1","1","0","83","44","39","0","0","0","0","0","0","0","0","0","-2"
"109819","Bakersfield College","2018","On-tenure track, instructors","132","63","69","0","0","0","6","3","3","5","3","2","37","12","25","1","1","0","83","44","39","0","0","0","0","0","0","0","0","0","-2"
