"unitid","institution name","year","S2015_IS.Instructional staff category","S2015_IS_RV.Grand total","S2015_IS_RV.Grand total men","S2015_IS_RV.Grand total women","S2015_IS_RV.American Indian or Alaska Native total","S2015_IS_RV.American Indian or Alaska Native men","S2015_IS_RV.American Indian or Alaska Native women","S2015_IS_RV.Asian total","S2015_IS_RV.Asian men","S2015_IS_RV.Asian women","S2015_IS_RV.Black or African American total","S2015_IS_RV.Black or African American men","S2015_IS_RV.Black or African American women","S2015_IS_RV.Hispanic or Latino total","S2015_IS_RV.Hispanic or Latino men","S2015_IS_RV.Hispanic or Latino women","S2015_IS_RV.Native Hawaiian or Other Pacific Islander total","S2015_IS_RV.Native Hawaiian or Other Pacific Islander men","S2015_IS_RV.Native Hawaiian or Other Pacific Islander women","S2015_IS_RV.White total","S2015_IS_RV.White men","S2015_IS_RV.White women","S2015_IS_RV.Two or more races total","S2015_IS_RV.Two or more races men","S2015_IS_RV.Two or more races women","S2015_IS_RV.Race/ethnicity unknown total","S2015_IS_RV.Race/ethnicity unknown men","S2015_IS_RV.Race/ethnicity unknown women","S2015_IS_RV.Nonresident alien total","S2015_IS_RV.Nonresident alien men","S2015_IS_RV.Nonresident alien women","IDX_HR"
"104188","Southwest University of Visual Arts-Tucson","2015","Not on tenure track/No tenure system system total","11","7","4","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","9","5","4","0","0","0","0","0","0","0","0","0","-2"
"104188","Southwest University of Visual Arts-Tucson","2015","Not on tenure/no tenure system, professors","9","5","4","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","8","4","4","0","0","0","0","0","0","0","0","0","-2"
"104188","Southwest University of Visual Arts-Tucson","2015","Not on tenure/no tenure system, no academic rank","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2015","Tenured total","3","0","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2015","Tenured, professors","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2015","Tenured, associate professors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2015","Not on tenure track/No tenure system system total","4","1","3","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2015","Not on tenure/no tenure system, associate professors","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2015","Not on tenure/no tenure system, assistant professors","2","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"105367","Ottawa University-Phoenix","2015","Not on tenure/no tenure system, instructors","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2015","Tenured total","145","75","70","1","1","0","8","6","2","11","4","7","14","8","6","0","0","0","107","53","54","0","0","0","4","3","1","0","0","0","-2"
"109350","Antelope Valley College","2015","Tenured, professors","73","29","44","1","1","0","2","1","1","5","1","4","8","3","5","0","0","0","56","22","34","0","0","0","1","1","0","0","0","0","-2"
"109350","Antelope Valley College","2015","Tenured, associate professors","16","11","5","0","0","0","2","1","1","0","0","0","2","2","0","0","0","0","11","7","4","0","0","0","1","1","0","0","0","0","-2"
"109350","Antelope Valley College","2015","Tenured, assistant professors","5","2","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"109350","Antelope Valley College","2015","Tenured, instructors","51","33","18","0","0","0","3","3","0","6","3","3","4","3","1","0","0","0","36","23","13","0","0","0","2","1","1","0","0","0","-2"
"109350","Antelope Valley College","2015","On-Tenure track total","25","16","9","1","1","0","3","2","1","1","1","0","3","1","2","0","0","0","17","11","6","0","0","0","0","0","0","0","0","0","-2"
